time	species	transcript
45	protein2	5.3999999999999995
45	protein3	1.8
46	protein1	3.22
46	protein2	5.52
46	protein3	1.84
47	protein1	3.2900000000000005
47	protein2	5.64
47	protein3	1.8800000000000001
48	protein1	3.3600000000000003
48	protein2	5.76
48	protein3	1.92
49	protein1	3.43
49	protein2	5.88
49	protein3	1.96
50	protein1	3.5000000000000004
50	protein2	6.0
50	protein3	2.0
51	protein1	3.5700000000000003
51	protein2	6.12
51	protein3	2.04
52	protein1	3.6400000000000006
52	protein2	6.24
52	protein3	2.08
53	protein1	3.7100000000000004
53	protein2	6.359999999999999
53	protein3	2.12
54	protein1	3.7800000000000002
54	protein2	6.4799999999999995
54	protein3	2.16
55	protein1	3.8500000000000005
55	protein2	6.6
55	protein3	2.2
56	protein1	3.9200000000000004
56	protein2	6.72
56	protein3	2.24
57	protein1	3.99
57	protein2	6.84
57	protein3	2.2800000000000002
58	protein1	4.0600000000000005
58	protein2	6.96
58	protein3	2.32
59	protein1	4.130000000000001
59	protein2	7.08
59	protein3	2.36
60	protein1	4.2
60	protein2	7.199999999999999
60	protein3	2.4
61	protein1	4.2700000000000005
61	protein2	7.319999999999999
61	protein3	2.44
62	protein1	4.340000000000001
62	protein2	7.4399999999999995
62	protein3	2.48
63	protein1	4.41
63	protein2	7.56
63	protein3	2.52
64	protein1	4.48
64	protein2	7.68
64	protein3	2.56
65	protein1	4.550000000000001
65	protein2	7.8
65	protein3	2.6
66	protein1	4.62
66	protein2	7.92
66	protein3	2.64
67	protein1	4.69
67	protein2	8.04
67	protein3	2.68
68	protein1	4.760000000000001
68	protein2	8.16
68	protein3	2.72
69	protein1	4.83
69	protein2	8.28
69	protein3	2.7600000000000002
70	protein1	4.9
70	protein2	8.4
70	protein3	2.8000000000000003
71	protein1	4.970000000000001
71	protein2	8.52
71	protein3	2.84
72	protein1	5.040000000000001
72	protein2	8.64
72	protein3	2.88
73	protein1	5.11
73	protein2	8.76
73	protein3	2.92
74	protein1	5.180000000000001
74	protein2	8.879999999999999
74	protein3	2.96
75	protein1	5.250000000000001
75	protein2	9.0
75	protein3	3.0
76	protein1	5.32
76	protein2	9.12
76	protein3	3.04
77	protein1	5.390000000000001
77	protein2	9.24
77	protein3	3.08
78	protein1	5.460000000000001
78	protein2	9.36
78	protein3	3.12
79	protein1	5.53
79	protein2	9.48
79	protein3	3.16
80	protein1	5.6000000000000005
80	protein2	9.6
80	protein3	3.2
81	protein1	5.670000000000001
81	protein2	9.719999999999999
81	protein3	3.24
82	protein1	5.74
82	protein2	9.84
82	protein3	3.2800000000000002
83	protein1	5.8100000000000005
83	protein2	9.959999999999999
83	protein3	3.3200000000000003
84	protein1	5.880000000000001
84	protein2	10.08
84	protein3	3.36
85	protein1	5.95
85	protein2	10.2
85	protein3	3.4
86	protein1	6.0200000000000005
86	protein2	10.32
86	protein3	3.44
87	protein1	6.090000000000001
87	protein2	10.44
87	protein3	3.48
88	protein1	6.16
88	protein2	10.559999999999999
88	protein3	3.52
89	protein1	6.23
89	protein2	10.68
89	protein3	3.56
90	protein1	6.300000000000001
90	protein2	10.799999999999999
90	protein3	3.6
91	protein1	6.370000000000001
91	protein2	10.92
91	protein3	3.64
92	protein1	6.44
92	protein2	11.04
92	protein3	3.68
93	protein1	6.510000000000001
93	protein2	11.16
93	protein3	3.72
94	protein1	6.580000000000001
94	protein2	11.28
94	protein3	3.7600000000000002
95	protein1	6.65
95	protein2	11.4
95	protein3	3.8000000000000003
96	protein1	6.720000000000001
96	protein2	11.52
96	protein3	3.84
97	protein1	6.790000000000001
97	protein2	11.639999999999999
97	protein3	3.88
98	protein1	6.86
98	protein2	11.76
98	protein3	3.92
99	protein1	6.930000000000001
99	protein2	11.879999999999999
99	protein3	3.96
100	protein1	7.000000000000001
100	protein2	12.0
100	protein3	4.0
101	protein1	7.07
101	protein2	12.12
101	protein3	4.04
102	protein1	7.140000000000001
102	protein2	12.24
102	protein3	4.08
103	protein1	7.210000000000001
103	protein2	12.36
103	protein3	4.12
104	protein1	7.280000000000001
104	protein2	12.48
104	protein3	4.16
105	protein1	7.3500000000000005
105	protein2	12.6
105	protein3	4.2
106	protein1	7.420000000000001
106	protein2	12.719999999999999
106	protein3	4.24
107	protein1	7.490000000000001
107	protein2	12.84
107	protein3	4.28
108	protein1	7.5600000000000005
108	protein2	12.959999999999999
108	protein3	4.32
109	protein1	7.630000000000001
109	protein2	13.08
109	protein3	4.36
110	protein1	7.700000000000001
110	protein2	13.2
110	protein3	4.4
111	protein1	7.7700000000000005
111	protein2	13.32
111	protein3	4.44
112	protein1	7.840000000000001
112	protein2	13.44
112	protein3	4.48
113	protein1	7.910000000000001
113	protein2	13.559999999999999
113	protein3	4.5200000000000005
114	protein1	7.98
114	protein2	13.68
114	protein3	4.5600000000000005
115	protein1	8.05
115	protein2	13.799999999999999
115	protein3	4.6000000000000005
116	protein1	8.120000000000001
116	protein2	13.92
116	protein3	4.64
117	protein1	8.190000000000001
117	protein2	14.04
117	protein3	4.68
118	protein1	8.260000000000002
118	protein2	14.16
118	protein3	4.72
119	protein1	8.33
119	protein2	14.28
119	protein3	4.76
120	protein1	8.4
120	protein2	14.399999999999999
120	protein3	4.8
121	protein1	8.47
121	protein2	14.52
121	protein3	4.84
122	protein1	8.540000000000001
122	protein2	14.639999999999999
122	protein3	4.88
123	protein1	8.610000000000001
123	protein2	14.76
123	protein3	4.92
124	protein1	8.680000000000001
124	protein2	14.879999999999999
124	protein3	4.96
125	protein1	8.75
125	protein2	15.0
125	protein3	5.0
126	protein1	8.82
126	protein2	15.12
126	protein3	5.04
127	protein1	8.89
127	protein2	15.24
127	protein3	5.08
128	protein1	8.96
128	protein2	15.36
128	protein3	5.12
129	protein1	9.030000000000001
129	protein2	15.479999999999999
129	protein3	5.16
130	protein1	9.100000000000001
130	protein2	15.6
130	protein3	5.2
131	protein1	9.170000000000002
131	protein2	15.719999999999999
131	protein3	5.24
132	protein1	9.24
132	protein2	15.84
132	protein3	5.28
133	protein1	9.31
133	protein2	15.959999999999999
133	protein3	5.32
134	protein1	9.38
134	protein2	16.08
134	protein3	5.36
135	protein1	9.450000000000001
135	protein2	16.2
135	protein3	5.4
136	protein1	9.520000000000001
136	protein2	16.32
136	protein3	5.44
137	protein1	9.590000000000002
137	protein2	16.439999999999998
137	protein3	5.48
138	protein1	9.66
138	protein2	16.56
138	protein3	5.5200000000000005
139	protein1	9.73
139	protein2	16.68
139	protein3	5.5600000000000005
140	protein1	9.8
140	protein2	16.8
140	protein3	5.6000000000000005
141	protein1	9.870000000000001
141	protein2	16.919999999999998
141	protein3	5.64
142	protein1	9.940000000000001
142	protein2	17.04
142	protein3	5.68
143	protein1	10.010000000000002
143	protein2	17.16
143	protein3	5.72
144	protein1	10.080000000000002
144	protein2	17.28
144	protein3	5.76
145	protein1	10.15
145	protein2	17.4
145	protein3	5.8
146	protein1	10.22
146	protein2	17.52
146	protein3	5.84
147	protein1	10.290000000000001
147	protein2	17.64
147	protein3	5.88
148	protein1	10.360000000000001
148	protein2	17.759999999999998
148	protein3	5.92
149	protein1	10.430000000000001
149	protein2	17.88
149	protein3	5.96
150	protein1	10.500000000000002
150	protein2	18.0
150	protein3	6.0
151	protein1	10.469999999999999
151	protein2	17.97
151	protein3	5.97
152	protein1	10.440000000000001
152	protein2	17.94
152	protein3	5.94
153	protein1	10.41
153	protein2	17.91
153	protein3	5.91
154	protein1	10.379999999999999
154	protein2	17.88
154	protein3	5.88
155	protein1	10.350000000000001
155	protein2	17.85
155	protein3	5.8500000000000005
156	protein1	10.32
156	protein2	17.82
156	protein3	5.82
157	protein1	10.29
157	protein2	17.79
157	protein3	5.79
158	protein1	10.26
158	protein2	17.759999999999998
158	protein3	5.76
159	protein1	10.23
159	protein2	17.73
159	protein3	5.73
160	protein1	10.2
160	protein2	17.7
160	protein3	5.7
161	protein1	10.17
161	protein2	17.67
161	protein3	5.67
162	protein1	10.14
162	protein2	17.64
162	protein3	5.640000000000001
163	protein1	10.11
163	protein2	17.61
163	protein3	5.61
164	protein1	10.08
164	protein2	17.58
164	protein3	5.58
165	protein1	10.05
165	protein2	17.55
165	protein3	5.55
166	protein1	10.02
166	protein2	17.52
166	protein3	5.5200000000000005
167	protein1	9.99
167	protein2	17.490000000000002
167	protein3	5.49
168	protein1	9.96
168	protein2	17.46
168	protein3	5.46
169	protein1	9.93
169	protein2	17.43
169	protein3	5.430000000000001
170	protein1	9.9
170	protein2	17.4
170	protein3	5.4
171	protein1	9.870000000000001
171	protein2	17.37
171	protein3	5.37
172	protein1	9.84
172	protein2	17.34
172	protein3	5.34
173	protein1	9.81
173	protein2	17.310000000000002
173	protein3	5.3100000000000005
174	protein1	9.780000000000001
174	protein2	17.28
174	protein3	5.28
175	protein1	9.75
175	protein2	17.25
175	protein3	5.25
176	protein1	9.72
176	protein2	17.22
176	protein3	5.220000000000001
177	protein1	9.690000000000001
177	protein2	17.19
177	protein3	5.19
178	protein1	9.66
178	protein2	17.16
178	protein3	5.16
179	protein1	9.629999999999999
179	protein2	17.13
179	protein3	5.13
180	protein1	9.600000000000001
180	protein2	17.1
180	protein3	5.1000000000000005
181	protein1	9.57
181	protein2	17.07
181	protein3	5.07
182	protein1	9.54
182	protein2	17.04
182	protein3	5.04
183	protein1	9.51
183	protein2	17.009999999999998
183	protein3	5.01
184	protein1	9.48
184	protein2	16.98
184	protein3	4.98
185	protein1	9.45
185	protein2	16.95
185	protein3	4.95
186	protein1	9.42
186	protein2	16.92
186	protein3	4.92
187	protein1	9.39
187	protein2	16.89
187	protein3	4.890000000000001
188	protein1	9.36
188	protein2	16.86
188	protein3	4.86
189	protein1	9.33
189	protein2	16.83
189	protein3	4.83
190	protein1	9.3
190	protein2	16.8
190	protein3	4.8
191	protein1	9.27
191	protein2	16.77
191	protein3	4.7700000000000005
192	protein1	9.24
192	protein2	16.740000000000002
192	protein3	4.74
193	protein1	9.21
193	protein2	16.71
193	protein3	4.71
194	protein1	9.18
194	protein2	16.68
194	protein3	4.680000000000001
195	protein1	9.15
195	protein2	16.65
195	protein3	4.65
196	protein1	9.120000000000001
196	protein2	16.62
196	protein3	4.62
197	protein1	9.09
197	protein2	16.59
197	protein3	4.59
198	protein1	9.06
198	protein2	16.560000000000002
198	protein3	4.5600000000000005
199	protein1	9.030000000000001
199	protein2	16.53
199	protein3	4.53
200	protein1	9.0
200	protein2	16.5
200	protein3	4.5
201	protein1	8.97
201	protein2	16.47
201	protein3	4.470000000000001
202	protein1	8.940000000000001
202	protein2	16.44
202	protein3	4.44
203	protein1	8.91
203	protein2	16.41
203	protein3	4.41
204	protein1	8.879999999999999
204	protein2	16.38
204	protein3	4.38
205	protein1	8.850000000000001
205	protein2	16.35
205	protein3	4.3500000000000005
206	protein1	8.82
206	protein2	16.32
206	protein3	4.32
207	protein1	8.79
207	protein2	16.29
207	protein3	4.29
208	protein1	8.76
208	protein2	16.259999999999998
208	protein3	4.26
209	protein1	8.73
209	protein2	16.23
209	protein3	4.23
210	protein1	8.7
210	protein2	16.2
210	protein3	4.2
211	protein1	8.67
211	protein2	16.17
211	protein3	4.17
212	protein1	8.64
212	protein2	16.14
212	protein3	4.140000000000001
213	protein1	8.61
213	protein2	16.11
213	protein3	4.11
214	protein1	8.58
214	protein2	16.08
214	protein3	4.08
215	protein1	8.55
215	protein2	16.05
215	protein3	4.05
216	protein1	8.52
216	protein2	16.02
216	protein3	4.0200000000000005
217	protein1	8.49
217	protein2	15.99
217	protein3	3.99
218	protein1	8.46
218	protein2	15.96
218	protein3	3.96
219	protein1	8.43
219	protein2	15.93
219	protein3	3.9300000000000006
220	protein1	8.4
220	protein2	15.9
220	protein3	3.9000000000000004
221	protein1	8.370000000000001
221	protein2	15.870000000000001
221	protein3	3.87
222	protein1	8.34
222	protein2	15.84
222	protein3	3.84
223	protein1	8.31
223	protein2	15.81
223	protein3	3.8100000000000005
224	protein1	8.280000000000001
224	protein2	15.780000000000001
224	protein3	3.7800000000000002
225	protein1	8.25
225	protein2	15.75
225	protein3	3.75
226	protein1	8.22
226	protein2	15.72
226	protein3	3.7200000000000006
227	protein1	8.190000000000001
227	protein2	15.690000000000001
227	protein3	3.6900000000000004
228	protein1	8.16
228	protein2	15.66
228	protein3	3.66
229	protein1	8.129999999999999
229	protein2	15.629999999999999
229	protein3	3.63
230	protein1	8.100000000000001
230	protein2	15.600000000000001
230	protein3	3.6000000000000005
231	protein1	8.07
231	protein2	15.57
231	protein3	3.5700000000000003
232	protein1	8.04
232	protein2	15.54
232	protein3	3.54
233	protein1	8.010000000000002
233	protein2	15.510000000000002
233	protein3	3.5100000000000007
234	protein1	7.98
234	protein2	15.48
234	protein3	3.4800000000000004
235	protein1	7.95
235	protein2	15.45
235	protein3	3.45
236	protein1	7.92
236	protein2	15.42
236	protein3	3.42
237	protein1	7.890000000000001
237	protein2	15.39
237	protein3	3.3900000000000006
238	protein1	7.86
238	protein2	15.36
238	protein3	3.3600000000000003
239	protein1	7.83
239	protein2	15.33
239	protein3	3.33
240	protein1	7.800000000000001
240	protein2	15.3
240	protein3	3.3000000000000007
241	protein1	7.7700000000000005
241	protein2	15.27
241	protein3	3.2700000000000005
242	protein1	7.74
242	protein2	15.24
242	protein3	3.24
243	protein1	7.71
243	protein2	15.21
243	protein3	3.21
244	protein1	7.680000000000001
244	protein2	15.18
244	protein3	3.1800000000000006
245	protein1	7.65
245	protein2	15.15
245	protein3	3.1500000000000004
246	protein1	7.62
246	protein2	15.120000000000001
246	protein3	3.12
247	protein1	7.59
247	protein2	15.09
247	protein3	3.09
248	protein1	7.5600000000000005
248	protein2	15.06
248	protein3	3.0600000000000005
249	protein1	7.53
249	protein2	15.030000000000001
249	protein3	3.0300000000000002
250	protein1	7.5
250	protein2	15.0
250	protein3	3.0
251	protein1	7.470000000000001
251	protein2	14.97
251	protein3	2.9700000000000006
252	protein1	7.44
252	protein2	14.940000000000001
252	protein3	2.9400000000000004
253	protein1	7.41
253	protein2	14.91
253	protein3	2.91
254	protein1	7.38
254	protein2	14.879999999999999
254	protein3	2.88
255	protein1	7.3500000000000005
255	protein2	14.850000000000001
255	protein3	2.8500000000000005
256	protein1	7.32
256	protein2	14.82
256	protein3	2.8200000000000003
257	protein1	7.29
257	protein2	14.79
257	protein3	2.79
258	protein1	7.260000000000001
258	protein2	14.760000000000002
258	protein3	2.7600000000000007
259	protein1	7.23
259	protein2	14.73
259	protein3	2.7300000000000004
260	protein1	7.2
260	protein2	14.7
260	protein3	2.7
261	protein1	7.17
261	protein2	14.67
261	protein3	2.67
262	protein1	7.140000000000001
262	protein2	14.64
262	protein3	2.6400000000000006
263	protein1	7.11
263	protein2	14.61
263	protein3	2.6100000000000003
264	protein1	7.08
264	protein2	14.58
264	protein3	2.58
265	protein1	7.050000000000001
265	protein2	14.55
265	protein3	2.5500000000000007
266	protein1	7.0200000000000005
266	protein2	14.52
266	protein3	2.5200000000000005
267	protein1	6.99
267	protein2	14.49
267	protein3	2.49
268	protein1	6.960000000000001
268	protein2	14.46
268	protein3	2.460000000000001
269	protein1	6.93
269	protein2	14.43
269	protein3	2.4299999999999997
270	protein1	6.9
270	protein2	14.4
270	protein3	2.4000000000000004
271	protein1	6.870000000000001
271	protein2	14.370000000000001
271	protein3	2.370000000000001
272	protein1	6.84
272	protein2	14.34
272	protein3	2.34
273	protein1	6.8100000000000005
273	protein2	14.31
273	protein3	2.3100000000000005
274	protein1	6.780000000000001
274	protein2	14.280000000000001
274	protein3	2.280000000000001
275	protein1	6.75
275	protein2	14.25
275	protein3	2.25
276	protein1	6.720000000000001
276	protein2	14.22
276	protein3	2.2200000000000006
277	protein1	6.6899999999999995
277	protein2	14.19
277	protein3	2.1899999999999995
278	protein1	6.66
278	protein2	14.16
278	protein3	2.16
279	protein1	6.630000000000001
279	protein2	14.13
279	protein3	2.130000000000001
280	protein1	6.6
280	protein2	14.1
280	protein3	2.0999999999999996
281	protein1	6.57
281	protein2	14.07
281	protein3	2.0700000000000003
282	protein1	6.540000000000001
282	protein2	14.040000000000001
282	protein3	2.040000000000001
283	protein1	6.51
283	protein2	14.01
283	protein3	2.01
284	protein1	6.48
284	protein2	13.98
284	protein3	1.9800000000000004
285	protein1	6.450000000000001
285	protein2	13.950000000000001
285	protein3	1.950000000000001
286	protein1	6.42
286	protein2	13.92
286	protein3	1.92
287	protein1	6.390000000000001
287	protein2	13.89
287	protein3	1.8900000000000006
288	protein1	6.359999999999999
288	protein2	13.86
288	protein3	1.8599999999999994
289	protein1	6.33
289	protein2	13.83
289	protein3	1.83
290	protein1	6.300000000000001
290	protein2	13.8
290	protein3	1.8000000000000007
291	protein1	6.27
291	protein2	13.77
291	protein3	1.7699999999999996
292	protein1	6.24
292	protein2	13.74
292	protein3	1.7400000000000002
293	protein1	6.210000000000001
293	protein2	13.71
293	protein3	1.7100000000000009
294	protein1	6.18
294	protein2	13.68
294	protein3	1.6799999999999997
295	protein1	6.15
295	protein2	13.65
295	protein3	1.6500000000000004
296	protein1	6.120000000000001
296	protein2	13.620000000000001
296	protein3	1.620000000000001
297	protein1	6.09
297	protein2	13.59
297	protein3	1.5899999999999999
298	protein1	6.0600000000000005
298	protein2	13.56
298	protein3	1.5600000000000005
299	protein1	6.030000000000001
299	protein2	13.530000000000001
299	protein3	1.5300000000000011
300	protein1	6.0
300	protein2	13.5
300	protein3	1.5
