time	species	transcript
73	protein2	5.11
73	protein3	8.76
74	protein1	2.96
74	protein2	5.180000000000001
74	protein3	8.879999999999999
75	protein1	3.0
75	protein2	5.250000000000001
75	protein3	9.0
76	protein1	3.04
76	protein2	5.32
76	protein3	9.12
77	protein1	3.08
77	protein2	5.390000000000001
77	protein3	9.24
78	protein1	3.12
78	protein2	5.460000000000001
78	protein3	9.36
79	protein1	3.16
79	protein2	5.53
79	protein3	9.48
80	protein1	3.2
80	protein2	5.6000000000000005
80	protein3	9.6
81	protein1	3.24
81	protein2	5.670000000000001
81	protein3	9.719999999999999
82	protein1	3.2800000000000002
82	protein2	5.74
82	protein3	9.84
83	protein1	3.3200000000000003
83	protein2	5.8100000000000005
83	protein3	9.959999999999999
84	protein1	3.36
84	protein2	5.880000000000001
84	protein3	10.08
85	protein1	3.4
85	protein2	5.95
85	protein3	10.2
86	protein1	3.44
86	protein2	6.0200000000000005
86	protein3	10.32
87	protein1	3.48
87	protein2	6.090000000000001
87	protein3	10.44
88	protein1	3.52
88	protein2	6.16
88	protein3	10.559999999999999
89	protein1	3.56
89	protein2	6.23
89	protein3	10.68
90	protein1	3.6
90	protein2	6.300000000000001
90	protein3	10.799999999999999
91	protein1	3.64
91	protein2	6.370000000000001
91	protein3	10.92
92	protein1	3.68
92	protein2	6.44
92	protein3	11.04
93	protein1	3.72
93	protein2	6.510000000000001
93	protein3	11.16
94	protein1	3.7600000000000002
94	protein2	6.580000000000001
94	protein3	11.28
95	protein1	3.8000000000000003
95	protein2	6.65
95	protein3	11.4
96	protein1	3.84
96	protein2	6.720000000000001
96	protein3	11.52
97	protein1	3.88
97	protein2	6.790000000000001
97	protein3	11.639999999999999
98	protein1	3.92
98	protein2	6.86
98	protein3	11.76
99	protein1	3.96
99	protein2	6.930000000000001
99	protein3	11.879999999999999
100	protein1	4.0
100	protein2	7.000000000000001
100	protein3	12.0
101	protein1	4.04
101	protein2	7.07
101	protein3	12.12
102	protein1	4.08
102	protein2	7.140000000000001
102	protein3	12.24
103	protein1	4.12
103	protein2	7.210000000000001
103	protein3	12.36
104	protein1	4.16
104	protein2	7.280000000000001
104	protein3	12.48
105	protein1	4.2
105	protein2	7.3500000000000005
105	protein3	12.6
106	protein1	4.24
106	protein2	7.420000000000001
106	protein3	12.719999999999999
107	protein1	4.28
107	protein2	7.490000000000001
107	protein3	12.84
108	protein1	4.32
108	protein2	7.5600000000000005
108	protein3	12.959999999999999
109	protein1	4.36
109	protein2	7.630000000000001
109	protein3	13.08
110	protein1	4.4
110	protein2	7.700000000000001
110	protein3	13.2
111	protein1	4.44
111	protein2	7.7700000000000005
111	protein3	13.32
112	protein1	4.48
112	protein2	7.840000000000001
112	protein3	13.44
113	protein1	4.5200000000000005
113	protein2	7.910000000000001
113	protein3	13.559999999999999
114	protein1	4.5600000000000005
114	protein2	7.98
114	protein3	13.68
115	protein1	4.6000000000000005
115	protein2	8.05
115	protein3	13.799999999999999
116	protein1	4.64
116	protein2	8.120000000000001
116	protein3	13.92
117	protein1	4.68
117	protein2	8.190000000000001
117	protein3	14.04
118	protein1	4.72
118	protein2	8.260000000000002
118	protein3	14.16
119	protein1	4.76
119	protein2	8.33
119	protein3	14.28
120	protein1	4.8
120	protein2	8.4
120	protein3	14.399999999999999
121	protein1	4.84
121	protein2	8.47
121	protein3	14.52
122	protein1	4.88
122	protein2	8.540000000000001
122	protein3	14.639999999999999
123	protein1	4.92
123	protein2	8.610000000000001
123	protein3	14.76
124	protein1	4.96
124	protein2	8.680000000000001
124	protein3	14.879999999999999
125	protein1	5.0
125	protein2	8.75
125	protein3	15.0
126	protein1	5.04
126	protein2	8.82
126	protein3	15.12
127	protein1	5.08
127	protein2	8.89
127	protein3	15.24
128	protein1	5.12
128	protein2	8.96
128	protein3	15.36
129	protein1	5.16
129	protein2	9.030000000000001
129	protein3	15.479999999999999
130	protein1	5.2
130	protein2	9.100000000000001
130	protein3	15.6
131	protein1	5.24
131	protein2	9.170000000000002
131	protein3	15.719999999999999
132	protein1	5.28
132	protein2	9.24
132	protein3	15.84
133	protein1	5.32
133	protein2	9.31
133	protein3	15.959999999999999
134	protein1	5.36
134	protein2	9.38
134	protein3	16.08
135	protein1	5.4
135	protein2	9.450000000000001
135	protein3	16.2
136	protein1	5.44
136	protein2	9.520000000000001
136	protein3	16.32
137	protein1	5.48
137	protein2	9.590000000000002
137	protein3	16.439999999999998
138	protein1	5.5200000000000005
138	protein2	9.66
138	protein3	16.56
139	protein1	5.5600000000000005
139	protein2	9.73
139	protein3	16.68
140	protein1	5.6000000000000005
140	protein2	9.8
140	protein3	16.8
141	protein1	5.64
141	protein2	9.870000000000001
141	protein3	16.919999999999998
142	protein1	5.68
142	protein2	9.940000000000001
142	protein3	17.04
143	protein1	5.72
143	protein2	10.010000000000002
143	protein3	17.16
144	protein1	5.76
144	protein2	10.080000000000002
144	protein3	17.28
145	protein1	5.8
145	protein2	10.15
145	protein3	17.4
146	protein1	5.84
146	protein2	10.22
146	protein3	17.52
147	protein1	5.88
147	protein2	10.290000000000001
147	protein3	17.64
148	protein1	5.92
148	protein2	10.360000000000001
148	protein3	17.759999999999998
149	protein1	5.96
149	protein2	10.430000000000001
149	protein3	17.88
150	protein1	6.0
150	protein2	10.500000000000002
150	protein3	18.0
151	protein1	5.97
151	protein2	10.469999999999999
151	protein3	17.97
152	protein1	5.94
152	protein2	10.440000000000001
152	protein3	17.94
153	protein1	5.91
153	protein2	10.41
153	protein3	17.91
154	protein1	5.88
154	protein2	10.379999999999999
154	protein3	17.88
155	protein1	5.8500000000000005
155	protein2	10.350000000000001
155	protein3	17.85
156	protein1	5.82
156	protein2	10.32
156	protein3	17.82
157	protein1	5.79
157	protein2	10.29
157	protein3	17.79
158	protein1	5.76
158	protein2	10.26
158	protein3	17.759999999999998
159	protein1	5.73
159	protein2	10.23
159	protein3	17.73
160	protein1	5.7
160	protein2	10.2
160	protein3	17.7
161	protein1	5.67
161	protein2	10.17
161	protein3	17.67
162	protein1	5.640000000000001
162	protein2	10.14
162	protein3	17.64
163	protein1	5.61
163	protein2	10.11
163	protein3	17.61
164	protein1	5.58
164	protein2	10.08
164	protein3	17.58
165	protein1	5.55
165	protein2	10.05
165	protein3	17.55
166	protein1	5.5200000000000005
166	protein2	10.02
166	protein3	17.52
167	protein1	5.49
167	protein2	9.99
167	protein3	17.490000000000002
168	protein1	5.46
168	protein2	9.96
168	protein3	17.46
169	protein1	5.430000000000001
169	protein2	9.93
169	protein3	17.43
170	protein1	5.4
170	protein2	9.9
170	protein3	17.4
171	protein1	5.37
171	protein2	9.870000000000001
171	protein3	17.37
172	protein1	5.34
172	protein2	9.84
172	protein3	17.34
173	protein1	5.3100000000000005
173	protein2	9.81
173	protein3	17.310000000000002
174	protein1	5.28
174	protein2	9.780000000000001
174	protein3	17.28
175	protein1	5.25
175	protein2	9.75
175	protein3	17.25
176	protein1	5.220000000000001
176	protein2	9.72
176	protein3	17.22
177	protein1	5.19
177	protein2	9.690000000000001
177	protein3	17.19
178	protein1	5.16
178	protein2	9.66
178	protein3	17.16
179	protein1	5.13
179	protein2	9.629999999999999
179	protein3	17.13
180	protein1	5.1000000000000005
180	protein2	9.600000000000001
180	protein3	17.1
181	protein1	5.07
181	protein2	9.57
181	protein3	17.07
182	protein1	5.04
182	protein2	9.54
182	protein3	17.04
183	protein1	5.01
183	protein2	9.51
183	protein3	17.009999999999998
184	protein1	4.98
184	protein2	9.48
184	protein3	16.98
185	protein1	4.95
185	protein2	9.45
185	protein3	16.95
186	protein1	4.92
186	protein2	9.42
186	protein3	16.92
187	protein1	4.890000000000001
187	protein2	9.39
187	protein3	16.89
188	protein1	4.86
188	protein2	9.36
188	protein3	16.86
189	protein1	4.83
189	protein2	9.33
189	protein3	16.83
190	protein1	4.8
190	protein2	9.3
190	protein3	16.8
191	protein1	4.7700000000000005
191	protein2	9.27
191	protein3	16.77
192	protein1	4.74
192	protein2	9.24
192	protein3	16.740000000000002
193	protein1	4.71
193	protein2	9.21
193	protein3	16.71
194	protein1	4.680000000000001
194	protein2	9.18
194	protein3	16.68
195	protein1	4.65
195	protein2	9.15
195	protein3	16.65
196	protein1	4.62
196	protein2	9.120000000000001
196	protein3	16.62
197	protein1	4.59
197	protein2	9.09
197	protein3	16.59
198	protein1	4.5600000000000005
198	protein2	9.06
198	protein3	16.560000000000002
199	protein1	4.53
199	protein2	9.030000000000001
199	protein3	16.53
200	protein1	4.5
200	protein2	9.0
200	protein3	16.5
201	protein1	4.470000000000001
201	protein2	8.97
201	protein3	16.47
202	protein1	4.44
202	protein2	8.940000000000001
202	protein3	16.44
203	protein1	4.41
203	protein2	8.91
203	protein3	16.41
204	protein1	4.38
204	protein2	8.879999999999999
204	protein3	16.38
205	protein1	4.3500000000000005
205	protein2	8.850000000000001
205	protein3	16.35
206	protein1	4.32
206	protein2	8.82
206	protein3	16.32
207	protein1	4.29
207	protein2	8.79
207	protein3	16.29
208	protein1	4.26
208	protein2	8.76
208	protein3	16.259999999999998
209	protein1	4.23
209	protein2	8.73
209	protein3	16.23
210	protein1	4.2
210	protein2	8.7
210	protein3	16.2
211	protein1	4.17
211	protein2	8.67
211	protein3	16.17
212	protein1	4.140000000000001
212	protein2	8.64
212	protein3	16.14
213	protein1	4.11
213	protein2	8.61
213	protein3	16.11
214	protein1	4.08
214	protein2	8.58
214	protein3	16.08
215	protein1	4.05
215	protein2	8.55
215	protein3	16.05
216	protein1	4.0200000000000005
216	protein2	8.52
216	protein3	16.02
217	protein1	3.99
217	protein2	8.49
217	protein3	15.99
218	protein1	3.96
218	protein2	8.46
218	protein3	15.96
219	protein1	3.9300000000000006
219	protein2	8.43
219	protein3	15.93
220	protein1	3.9000000000000004
220	protein2	8.4
220	protein3	15.9
221	protein1	3.87
221	protein2	8.370000000000001
221	protein3	15.870000000000001
222	protein1	3.84
222	protein2	8.34
222	protein3	15.84
223	protein1	3.8100000000000005
223	protein2	8.31
223	protein3	15.81
224	protein1	3.7800000000000002
224	protein2	8.280000000000001
224	protein3	15.780000000000001
225	protein1	3.75
225	protein2	8.25
225	protein3	15.75
226	protein1	3.7200000000000006
226	protein2	8.22
226	protein3	15.72
227	protein1	3.6900000000000004
227	protein2	8.190000000000001
227	protein3	15.690000000000001
228	protein1	3.66
228	protein2	8.16
228	protein3	15.66
229	protein1	3.63
229	protein2	8.129999999999999
229	protein3	15.629999999999999
230	protein1	3.6000000000000005
230	protein2	8.100000000000001
230	protein3	15.600000000000001
231	protein1	3.5700000000000003
231	protein2	8.07
231	protein3	15.57
232	protein1	3.54
232	protein2	8.04
232	protein3	15.54
233	protein1	3.5100000000000007
233	protein2	8.010000000000002
233	protein3	15.510000000000002
234	protein1	3.4800000000000004
234	protein2	7.98
234	protein3	15.48
235	protein1	3.45
235	protein2	7.95
235	protein3	15.45
236	protein1	3.42
236	protein2	7.92
236	protein3	15.42
237	protein1	3.3900000000000006
237	protein2	7.890000000000001
237	protein3	15.39
238	protein1	3.3600000000000003
238	protein2	7.86
238	protein3	15.36
239	protein1	3.33
239	protein2	7.83
239	protein3	15.33
240	protein1	3.3000000000000007
240	protein2	7.800000000000001
240	protein3	15.3
241	protein1	3.2700000000000005
241	protein2	7.7700000000000005
241	protein3	15.27
242	protein1	3.24
242	protein2	7.74
242	protein3	15.24
243	protein1	3.21
243	protein2	7.71
243	protein3	15.21
244	protein1	3.1800000000000006
244	protein2	7.680000000000001
244	protein3	15.18
245	protein1	3.1500000000000004
245	protein2	7.65
245	protein3	15.15
246	protein1	3.12
246	protein2	7.62
246	protein3	15.120000000000001
247	protein1	3.09
247	protein2	7.59
247	protein3	15.09
248	protein1	3.0600000000000005
248	protein2	7.5600000000000005
248	protein3	15.06
249	protein1	3.0300000000000002
249	protein2	7.53
249	protein3	15.030000000000001
250	protein1	3.0
250	protein2	7.5
250	protein3	15.0
251	protein1	2.9700000000000006
251	protein2	7.470000000000001
251	protein3	14.97
252	protein1	2.9400000000000004
252	protein2	7.44
252	protein3	14.940000000000001
253	protein1	2.91
253	protein2	7.41
253	protein3	14.91
254	protein1	2.88
254	protein2	7.38
254	protein3	14.879999999999999
255	protein1	2.8500000000000005
255	protein2	7.3500000000000005
255	protein3	14.850000000000001
256	protein1	2.8200000000000003
256	protein2	7.32
256	protein3	14.82
257	protein1	2.79
257	protein2	7.29
257	protein3	14.79
258	protein1	2.7600000000000007
258	protein2	7.260000000000001
258	protein3	14.760000000000002
259	protein1	2.7300000000000004
259	protein2	7.23
259	protein3	14.73
260	protein1	2.7
260	protein2	7.2
260	protein3	14.7
261	protein1	2.67
261	protein2	7.17
261	protein3	14.67
262	protein1	2.6400000000000006
262	protein2	7.140000000000001
262	protein3	14.64
263	protein1	2.6100000000000003
263	protein2	7.11
263	protein3	14.61
264	protein1	2.58
264	protein2	7.08
264	protein3	14.58
265	protein1	2.5500000000000007
265	protein2	7.050000000000001
265	protein3	14.55
266	protein1	2.5200000000000005
266	protein2	7.0200000000000005
266	protein3	14.52
267	protein1	2.49
267	protein2	6.99
267	protein3	14.49
268	protein1	2.460000000000001
268	protein2	6.960000000000001
268	protein3	14.46
269	protein1	2.4299999999999997
269	protein2	6.93
269	protein3	14.43
270	protein1	2.4000000000000004
270	protein2	6.9
270	protein3	14.4
271	protein1	2.370000000000001
271	protein2	6.870000000000001
271	protein3	14.370000000000001
272	protein1	2.34
272	protein2	6.84
272	protein3	14.34
273	protein1	2.3100000000000005
273	protein2	6.8100000000000005
273	protein3	14.31
274	protein1	2.280000000000001
274	protein2	6.780000000000001
274	protein3	14.280000000000001
275	protein1	2.25
275	protein2	6.75
275	protein3	14.25
276	protein1	2.2200000000000006
276	protein2	6.720000000000001
276	protein3	14.22
277	protein1	2.1899999999999995
277	protein2	6.6899999999999995
277	protein3	14.19
278	protein1	2.16
278	protein2	6.66
278	protein3	14.16
279	protein1	2.130000000000001
279	protein2	6.630000000000001
279	protein3	14.13
280	protein1	2.0999999999999996
280	protein2	6.6
280	protein3	14.1
281	protein1	2.0700000000000003
281	protein2	6.57
281	protein3	14.07
282	protein1	2.040000000000001
282	protein2	6.540000000000001
282	protein3	14.040000000000001
283	protein1	2.01
283	protein2	6.51
283	protein3	14.01
284	protein1	1.9800000000000004
284	protein2	6.48
284	protein3	13.98
285	protein1	1.950000000000001
285	protein2	6.450000000000001
285	protein3	13.950000000000001
286	protein1	1.92
286	protein2	6.42
286	protein3	13.92
287	protein1	1.8900000000000006
287	protein2	6.390000000000001
287	protein3	13.89
288	protein1	1.8599999999999994
288	protein2	6.359999999999999
288	protein3	13.86
289	protein1	1.83
289	protein2	6.33
289	protein3	13.83
290	protein1	1.8000000000000007
290	protein2	6.300000000000001
290	protein3	13.8
291	protein1	1.7699999999999996
291	protein2	6.27
291	protein3	13.77
292	protein1	1.7400000000000002
292	protein2	6.24
292	protein3	13.74
293	protein1	1.7100000000000009
293	protein2	6.210000000000001
293	protein3	13.71
294	protein1	1.6799999999999997
294	protein2	6.18
294	protein3	13.68
295	protein1	1.6500000000000004
295	protein2	6.15
295	protein3	13.65
296	protein1	1.620000000000001
296	protein2	6.120000000000001
296	protein3	13.620000000000001
297	protein1	1.5899999999999999
297	protein2	6.09
297	protein3	13.59
298	protein1	1.5600000000000005
298	protein2	6.0600000000000005
298	protein3	13.56
299	protein1	1.5300000000000011
299	protein2	6.030000000000001
299	protein3	13.530000000000001
300	protein1	1.5
300	protein2	6.0
300	protein3	13.5
