time	species	transcript
103	protein3	4.12
104	protein1	11.44
104	protein2	16.64
104	protein3	4.16
105	protein1	11.55
105	protein2	16.8
105	protein3	4.2
106	protein1	11.66
106	protein2	16.96
106	protein3	4.24
107	protein1	11.77
107	protein2	17.12
107	protein3	4.28
108	protein1	11.88
108	protein2	17.28
108	protein3	4.32
109	protein1	11.99
109	protein2	17.44
109	protein3	4.36
110	protein1	12.1
110	protein2	17.6
110	protein3	4.4
111	protein1	12.21
111	protein2	17.76
111	protein3	4.44
112	protein1	12.32
112	protein2	17.92
112	protein3	4.48
113	protein1	12.43
113	protein2	18.080000000000002
113	protein3	4.5200000000000005
114	protein1	12.540000000000001
114	protein2	18.240000000000002
114	protein3	4.5600000000000005
115	protein1	12.65
115	protein2	18.400000000000002
115	protein3	4.6000000000000005
116	protein1	12.76
116	protein2	18.56
116	protein3	4.64
117	protein1	12.87
117	protein2	18.72
117	protein3	4.68
118	protein1	12.98
118	protein2	18.88
118	protein3	4.72
119	protein1	13.09
119	protein2	19.04
119	protein3	4.76
120	protein1	13.2
120	protein2	19.2
120	protein3	4.8
121	protein1	13.31
121	protein2	19.36
121	protein3	4.84
122	protein1	13.42
122	protein2	19.52
122	protein3	4.88
123	protein1	13.53
123	protein2	19.68
123	protein3	4.92
124	protein1	13.64
124	protein2	19.84
124	protein3	4.96
125	protein1	13.75
125	protein2	20.0
125	protein3	5.0
126	protein1	13.86
126	protein2	20.16
126	protein3	5.04
127	protein1	13.97
127	protein2	20.32
127	protein3	5.08
128	protein1	14.08
128	protein2	20.48
128	protein3	5.12
129	protein1	14.19
129	protein2	20.64
129	protein3	5.16
130	protein1	14.3
130	protein2	20.8
130	protein3	5.2
131	protein1	14.41
131	protein2	20.96
131	protein3	5.24
132	protein1	14.52
132	protein2	21.12
132	protein3	5.28
133	protein1	14.63
133	protein2	21.28
133	protein3	5.32
134	protein1	14.74
134	protein2	21.44
134	protein3	5.36
135	protein1	14.85
135	protein2	21.6
135	protein3	5.4
136	protein1	14.96
136	protein2	21.76
136	protein3	5.44
137	protein1	15.07
137	protein2	21.92
137	protein3	5.48
138	protein1	15.18
138	protein2	22.080000000000002
138	protein3	5.5200000000000005
139	protein1	15.290000000000001
139	protein2	22.240000000000002
139	protein3	5.5600000000000005
140	protein1	15.4
140	protein2	22.400000000000002
140	protein3	5.6000000000000005
141	protein1	15.51
141	protein2	22.56
141	protein3	5.64
142	protein1	15.62
142	protein2	22.72
142	protein3	5.68
143	protein1	15.73
143	protein2	22.88
143	protein3	5.72
144	protein1	15.84
144	protein2	23.04
144	protein3	5.76
145	protein1	15.95
145	protein2	23.2
145	protein3	5.8
146	protein1	16.06
146	protein2	23.36
146	protein3	5.84
147	protein1	16.17
147	protein2	23.52
147	protein3	5.88
148	protein1	16.28
148	protein2	23.68
148	protein3	5.92
149	protein1	16.39
149	protein2	23.84
149	protein3	5.96
150	protein1	16.5
150	protein2	24.0
150	protein3	6.0
151	protein1	16.5
151	protein2	24.16
151	protein3	6.04
152	protein1	16.5
152	protein2	24.32
152	protein3	6.08
153	protein1	16.5
153	protein2	24.48
153	protein3	6.12
154	protein1	16.5
154	protein2	24.64
154	protein3	6.16
155	protein1	16.5
155	protein2	24.8
155	protein3	6.2
156	protein1	16.5
156	protein2	24.96
156	protein3	6.24
157	protein1	16.5
157	protein2	25.12
157	protein3	6.28
158	protein1	16.5
158	protein2	25.28
158	protein3	6.32
159	protein1	16.5
159	protein2	25.44
159	protein3	6.36
160	protein1	16.5
160	protein2	25.6
160	protein3	6.4
161	protein1	16.5
161	protein2	25.76
161	protein3	6.44
162	protein1	16.5
162	protein2	25.92
162	protein3	6.48
163	protein1	16.5
163	protein2	26.080000000000002
163	protein3	6.5200000000000005
164	protein1	16.5
164	protein2	26.240000000000002
164	protein3	6.5600000000000005
165	protein1	16.5
165	protein2	26.400000000000002
165	protein3	6.6000000000000005
166	protein1	16.5
166	protein2	26.560000000000002
166	protein3	6.640000000000001
167	protein1	16.5
167	protein2	26.72
167	protein3	6.68
168	protein1	16.5
168	protein2	26.88
168	protein3	6.72
169	protein1	16.5
169	protein2	27.04
169	protein3	6.76
170	protein1	16.5
170	protein2	27.2
170	protein3	6.8
171	protein1	16.5
171	protein2	27.36
171	protein3	6.84
172	protein1	16.5
172	protein2	27.52
172	protein3	6.88
173	protein1	16.5
173	protein2	27.68
173	protein3	6.92
174	protein1	16.5
174	protein2	27.84
174	protein3	6.96
175	protein1	16.5
175	protein2	28.0
175	protein3	7.0
176	protein1	16.5
176	protein2	28.16
176	protein3	7.04
177	protein1	16.5
177	protein2	28.32
177	protein3	7.08
178	protein1	16.5
178	protein2	28.48
178	protein3	7.12
179	protein1	16.5
179	protein2	28.64
179	protein3	7.16
180	protein1	16.5
180	protein2	28.8
180	protein3	7.2
181	protein1	16.5
181	protein2	28.96
181	protein3	7.24
182	protein1	16.5
182	protein2	29.12
182	protein3	7.28
183	protein1	16.5
183	protein2	29.28
183	protein3	7.32
184	protein1	16.5
184	protein2	29.44
184	protein3	7.36
185	protein1	16.5
185	protein2	29.6
185	protein3	7.4
186	protein1	16.5
186	protein2	29.76
186	protein3	7.44
187	protein1	16.5
187	protein2	29.92
187	protein3	7.48
188	protein1	16.5
188	protein2	30.080000000000002
188	protein3	7.5200000000000005
189	protein1	16.5
189	protein2	30.240000000000002
189	protein3	7.5600000000000005
190	protein1	16.5
190	protein2	30.400000000000002
190	protein3	7.6000000000000005
191	protein1	16.5
191	protein2	30.560000000000002
191	protein3	7.640000000000001
192	protein1	16.5
192	protein2	30.72
192	protein3	7.68
193	protein1	16.5
193	protein2	30.88
193	protein3	7.72
194	protein1	16.5
194	protein2	31.04
194	protein3	7.76
195	protein1	16.5
195	protein2	31.2
195	protein3	7.8
196	protein1	16.5
196	protein2	31.36
196	protein3	7.84
197	protein1	16.5
197	protein2	31.52
197	protein3	7.88
198	protein1	16.5
198	protein2	31.68
198	protein3	7.92
199	protein1	16.5
199	protein2	31.84
199	protein3	7.96
200	protein1	16.5
200	protein2	32.0
200	protein3	8.0
201	protein1	16.5
201	protein2	32.160000000000004
201	protein3	8.040000000000001
202	protein1	16.5
202	protein2	32.32
202	protein3	8.08
203	protein1	16.5
203	protein2	32.480000000000004
203	protein3	8.120000000000001
204	protein1	16.5
204	protein2	32.64
204	protein3	8.16
205	protein1	16.5
205	protein2	32.8
205	protein3	8.2
206	protein1	16.5
206	protein2	32.96
206	protein3	8.24
207	protein1	16.5
207	protein2	33.12
207	protein3	8.28
208	protein1	16.5
208	protein2	33.28
208	protein3	8.32
209	protein1	16.5
209	protein2	33.44
209	protein3	8.36
210	protein1	16.5
210	protein2	33.6
210	protein3	8.4
211	protein1	16.5
211	protein2	33.76
211	protein3	8.44
212	protein1	16.5
212	protein2	33.92
212	protein3	8.48
213	protein1	16.5
213	protein2	34.08
213	protein3	8.52
214	protein1	16.5
214	protein2	34.24
214	protein3	8.56
215	protein1	16.5
215	protein2	34.4
215	protein3	8.6
216	protein1	16.5
216	protein2	34.56
216	protein3	8.64
217	protein1	16.5
217	protein2	34.72
217	protein3	8.68
218	protein1	16.5
218	protein2	34.88
218	protein3	8.72
219	protein1	16.5
219	protein2	35.04
219	protein3	8.76
220	protein1	16.5
220	protein2	35.2
220	protein3	8.8
221	protein1	16.5
221	protein2	35.36
221	protein3	8.84
222	protein1	16.5
222	protein2	35.52
222	protein3	8.88
223	protein1	16.5
223	protein2	35.68
223	protein3	8.92
224	protein1	16.5
224	protein2	35.84
224	protein3	8.96
225	protein1	16.5
225	protein2	36.0
225	protein3	9.0
226	protein1	16.5
226	protein2	36.160000000000004
226	protein3	9.040000000000001
227	protein1	16.5
227	protein2	36.32
227	protein3	9.08
228	protein1	16.5
228	protein2	36.480000000000004
228	protein3	9.120000000000001
229	protein1	16.5
229	protein2	36.64
229	protein3	9.16
230	protein1	16.5
230	protein2	36.800000000000004
230	protein3	9.200000000000001
231	protein1	16.5
231	protein2	36.96
231	protein3	9.24
232	protein1	16.5
232	protein2	37.12
232	protein3	9.28
233	protein1	16.5
233	protein2	37.28
233	protein3	9.32
234	protein1	16.5
234	protein2	37.44
234	protein3	9.36
235	protein1	16.5
235	protein2	37.6
235	protein3	9.4
236	protein1	16.5
236	protein2	37.76
236	protein3	9.44
237	protein1	16.5
237	protein2	37.92
237	protein3	9.48
238	protein1	16.5
238	protein2	38.08
238	protein3	9.52
239	protein1	16.5
239	protein2	38.24
239	protein3	9.56
240	protein1	16.5
240	protein2	38.4
240	protein3	9.6
241	protein1	16.5
241	protein2	38.56
241	protein3	9.64
242	protein1	16.5
242	protein2	38.72
242	protein3	9.68
243	protein1	16.5
243	protein2	38.88
243	protein3	9.72
244	protein1	16.5
244	protein2	39.04
244	protein3	9.76
245	protein1	16.5
245	protein2	39.2
245	protein3	9.8
246	protein1	16.5
246	protein2	39.36
246	protein3	9.84
247	protein1	16.5
247	protein2	39.52
247	protein3	9.88
248	protein1	16.5
248	protein2	39.68
248	protein3	9.92
249	protein1	16.5
249	protein2	39.84
249	protein3	9.96
250	protein1	16.5
250	protein2	40.0
250	protein3	10.0
