time	species	transcript
80	protein3	40
80	protein2	16
81	protein1	8.1
81	protein3	40
82	protein1	8.2
82	protein3	40
83	protein1	8.3
83	protein3	40
84	protein1	8.4
84	protein3	40
85	protein1	8.5
85	protein3	40
86	protein1	8.6
86	protein3	40
87	protein1	8.7
87	protein3	40
88	protein1	8.8
88	protein3	40
89	protein1	8.9
89	protein3	40
90	protein1	9
90	protein3	40
91	protein1	9.1
91	protein3	40
92	protein1	9.2
92	protein3	40
93	protein1	9.3
93	protein3	40
94	protein1	9.4
94	protein3	40
95	protein1	9.5
95	protein3	40
96	protein1	9.6
96	protein3	40
97	protein1	9.7
97	protein3	40
98	protein1	9.8
98	protein3	40
99	protein1	9.9
99	protein3	40
100	protein1	10
100	protein3	40
101	protein1	10.1
101	protein3	40
102	protein1	10.2
102	protein3	40
103	protein1	10.3
103	protein3	40
104	protein1	10.4
104	protein3	40
105	protein1	10.5
105	protein3	40
106	protein1	10.6
106	protein3	40
107	protein1	10.7
107	protein3	40
108	protein1	10.8
108	protein3	40
109	protein1	10.9
109	protein3	40
110	protein1	11
110	protein3	40
111	protein1	11.1
111	protein3	40
112	protein1	11.2
112	protein3	40
113	protein1	11.3
113	protein3	40
114	protein1	11.4
114	protein3	40
115	protein1	11.5
115	protein3	40
116	protein1	11.6
116	protein3	40
117	protein1	11.7
117	protein3	40
118	protein1	11.8
118	protein3	40
119	protein1	11.9
119	protein3	40
120	protein1	12
120	protein3	40
121	protein1	12.1
121	protein3	40
122	protein1	12.2
122	protein3	40
123	protein1	12.3
123	protein3	40
124	protein1	12.4
124	protein3	40
125	protein1	12.5
125	protein3	40
126	protein1	12.6
126	protein3	40
127	protein1	12.7
127	protein3	40
128	protein1	12.8
128	protein3	40
129	protein1	12.9
129	protein3	40
130	protein1	13
130	protein3	40
131	protein1	13.1
131	protein3	40
132	protein1	13.2
132	protein3	40
133	protein1	13.3
133	protein3	40
134	protein1	13.4
134	protein3	40
135	protein1	13.5
135	protein3	40
136	protein1	13.6
136	protein3	40
137	protein1	13.7
137	protein3	40
138	protein1	13.8
138	protein3	40
139	protein1	13.9
139	protein3	40
140	protein1	14
140	protein3	40
141	protein1	14.1
141	protein3	40
142	protein1	14.2
142	protein3	40
143	protein1	14.3
143	protein3	40
144	protein1	14.4
144	protein3	40
145	protein1	14.5
145	protein3	40
146	protein1	14.6
146	protein3	40
147	protein1	14.7
147	protein3	40
148	protein1	14.8
148	protein3	40
149	protein1	14.9
149	protein3	40
150	protein1	15
150	protein3	40
151	protein1	15.1
151	protein3	40
152	protein1	15.2
152	protein3	40
153	protein1	15.3
153	protein3	40
154	protein1	15.4
154	protein3	40
155	protein1	15.5
155	protein3	40
156	protein1	15.6
156	protein3	40
157	protein1	15.7
157	protein3	40
158	protein1	15.8
158	protein3	40
159	protein1	15.9
159	protein3	40
160	protein1	16
160	protein3	40
161	protein1	16.1
161	protein3	40
162	protein1	16.2
162	protein3	40
163	protein1	16.3
163	protein3	40
164	protein1	16.4
164	protein3	40
165	protein1	16.5
165	protein3	40
166	protein1	16.6
166	protein3	40
167	protein1	16.7
167	protein3	40
168	protein1	16.8
168	protein3	40
169	protein1	16.9
169	protein3	40
170	protein1	17
170	protein3	40
171	protein1	17.1
171	protein3	40
172	protein1	17.2
172	protein3	40
173	protein1	17.3
173	protein3	40
174	protein1	17.4
174	protein3	40
175	protein1	17.5
175	protein3	40
176	protein1	17.6
176	protein3	40
177	protein1	17.7
177	protein3	40
178	protein1	17.8
178	protein3	40
179	protein1	17.9
179	protein3	40
180	protein1	18
180	protein3	40
181	protein1	18.1
181	protein3	40
182	protein1	18.2
182	protein3	40
183	protein1	18.3
183	protein3	40
184	protein1	18.4
184	protein3	40
185	protein1	18.5
185	protein3	40
186	protein1	18.6
186	protein3	40
187	protein1	18.7
187	protein3	40
188	protein1	18.8
188	protein3	40
189	protein1	18.9
189	protein3	40
190	protein1	19
190	protein3	40
191	protein1	19.1
191	protein3	40
192	protein1	19.2
192	protein3	40
193	protein1	19.3
193	protein3	40
194	protein1	19.4
194	protein3	40
195	protein1	19.5
195	protein3	40
196	protein1	19.6
196	protein3	40
197	protein1	19.7
197	protein3	40
198	protein1	19.8
198	protein3	40
199	protein1	19.9
199	protein3	40
200	protein1	20
200	protein3	40
201	protein1	20.1
201	protein3	40
202	protein1	20.2
202	protein3	40
203	protein1	20.3
203	protein3	40
204	protein1	20.4
204	protein3	40
205	protein1	20.5
205	protein3	40
206	protein1	20.6
206	protein3	40
207	protein1	20.7
207	protein3	40
208	protein1	20.8
208	protein3	40
209	protein1	20.9
209	protein3	40
210	protein1	21
210	protein3	40
211	protein1	21.1
211	protein3	40
212	protein1	21.2
212	protein3	40
213	protein1	21.3
213	protein3	40
214	protein1	21.4
214	protein3	40
215	protein1	21.5
215	protein3	40
216	protein1	21.6
216	protein3	40
217	protein1	21.7
217	protein3	40
218	protein1	21.8
218	protein3	40
219	protein1	21.9
219	protein3	40
220	protein1	22
220	protein3	40
221	protein1	22.1
221	protein3	40
222	protein1	22.2
222	protein3	40
223	protein1	22.3
223	protein3	40
224	protein1	22.4
224	protein3	40
225	protein1	22.5
225	protein3	40
226	protein1	22.6
226	protein3	40
227	protein1	22.7
227	protein3	40
228	protein1	22.8
228	protein3	40
229	protein1	22.9
229	protein3	40
230	protein1	23
230	protein3	40
231	protein1	23.1
231	protein3	40
232	protein1	23.2
232	protein3	40
233	protein1	23.3
233	protein3	40
234	protein1	23.4
234	protein3	40
235	protein1	23.5
235	protein3	40
236	protein1	23.6
236	protein3	40
237	protein1	23.7
237	protein3	40
238	protein1	23.8
238	protein3	40
239	protein1	23.9
239	protein3	40
240	protein1	24
240	protein3	40
81	protein2	16.2
82	protein2	16.4
83	protein2	16.6
84	protein2	16.8
85	protein2	17
86	protein2	17.2
87	protein2	17.4
88	protein2	17.6
89	protein2	17.8
90	protein2	18
91	protein2	18.2
92	protein2	18.4
93	protein2	18.6
94	protein2	18.8
95	protein2	19
96	protein2	19.2
97	protein2	19.4
98	protein2	19.6
99	protein2	19.8
100	protein2	20
101	protein2	20.2
102	protein2	20.4
103	protein2	20.6
104	protein2	20.8
105	protein2	21
106	protein2	21.2
107	protein2	21.4
108	protein2	21.6
109	protein2	21.8
110	protein2	22
111	protein2	22.2
112	protein2	22.4
113	protein2	22.6
114	protein2	22.8
115	protein2	23
116	protein2	23.2
117	protein2	23.4
118	protein2	23.6
119	protein2	23.8
120	protein2	24
121	protein2	24.2
122	protein2	24.4
123	protein2	24.6
124	protein2	24.8
125	protein2	25
126	protein2	25.2
127	protein2	25.4
128	protein2	25.6
129	protein2	25.8
130	protein2	26
131	protein2	26.2
132	protein2	26.4
133	protein2	26.6
134	protein2	26.8
135	protein2	27
136	protein2	27.2
137	protein2	27.4
138	protein2	27.6
139	protein2	27.8
140	protein2	28
141	protein2	28.2
142	protein2	28.4
143	protein2	28.6
144	protein2	28.8
145	protein2	29
146	protein2	29.2
147	protein2	29.4
148	protein2	29.6
149	protein2	29.8
150	protein2	30
151	protein2	30
152	protein2	30
153	protein2	30
154	protein2	30
155	protein2	30
156	protein2	30
157	protein2	30
158	protein2	30
159	protein2	30
160	protein2	30
161	protein2	30
162	protein2	30
163	protein2	30
164	protein2	30
165	protein2	30
166	protein2	30
167	protein2	30
168	protein2	30
169	protein2	30
170	protein2	30
171	protein2	30
172	protein2	30
173	protein2	30
174	protein2	30
175	protein2	30
176	protein2	30
177	protein2	30
178	protein2	30
179	protein2	30
180	protein2	30
181	protein2	30
182	protein2	30
183	protein2	30
184	protein2	30
185	protein2	30
186	protein2	30
187	protein2	30
188	protein2	30
189	protein2	30
190	protein2	30
191	protein2	30
192	protein2	30
193	protein2	30
194	protein2	30
195	protein2	30
196	protein2	30
197	protein2	30
198	protein2	30
199	protein2	30
200	protein2	30
201	protein2	30
202	protein2	30
203	protein2	30
204	protein2	30
205	protein2	30
206	protein2	30
207	protein2	30
208	protein2	30
209	protein2	30
210	protein2	30
211	protein2	30
212	protein2	30
213	protein2	30
214	protein2	30
215	protein2	30
216	protein2	30
217	protein2	30
218	protein2	30
219	protein2	30
220	protein2	30
221	protein2	30
222	protein2	30
223	protein2	30
224	protein2	30
225	protein2	30
226	protein2	30
227	protein2	30
228	protein2	30
229	protein2	30
230	protein2	30
231	protein2	30
232	protein2	30
233	protein2	30
234	protein2	30
235	protein2	30
236	protein2	30
237	protein2	30
238	protein2	30
239	protein2	30
240	protein2	30
