time	species	transcript
36	protein3	3.96
37	protein1	5.92
37	protein2	1.48
37	protein3	4.07
38	protein1	6.08
38	protein2	1.52
38	protein3	4.18
39	protein1	6.24
39	protein2	1.56
39	protein3	4.29
40	protein1	6.4
40	protein2	1.6
40	protein3	4.4
41	protein1	6.5600000000000005
41	protein2	1.6400000000000001
41	protein3	4.51
42	protein1	6.72
42	protein2	1.68
42	protein3	4.62
43	protein1	6.88
43	protein2	1.72
43	protein3	4.73
44	protein1	7.04
44	protein2	1.76
44	protein3	4.84
45	protein1	7.2
45	protein2	1.8
45	protein3	4.95
46	protein1	7.36
46	protein2	1.84
46	protein3	5.06
47	protein1	7.5200000000000005
47	protein2	1.8800000000000001
47	protein3	5.17
48	protein1	7.68
48	protein2	1.92
48	protein3	5.28
49	protein1	7.84
49	protein2	1.96
49	protein3	5.39
50	protein1	8.0
50	protein2	2.0
50	protein3	5.5
51	protein1	8.16
51	protein2	2.04
51	protein3	5.61
52	protein1	8.32
52	protein2	2.08
52	protein3	5.72
53	protein1	8.48
53	protein2	2.12
53	protein3	5.83
54	protein1	8.64
54	protein2	2.16
54	protein3	5.94
55	protein1	8.8
55	protein2	2.2
55	protein3	6.05
56	protein1	8.96
56	protein2	2.24
56	protein3	6.16
57	protein1	9.120000000000001
57	protein2	2.2800000000000002
57	protein3	6.2700000000000005
58	protein1	9.28
58	protein2	2.32
58	protein3	6.38
59	protein1	9.44
59	protein2	2.36
59	protein3	6.49
60	protein1	9.6
60	protein2	2.4
60	protein3	6.6
61	protein1	9.76
61	protein2	2.44
61	protein3	6.71
62	protein1	9.92
62	protein2	2.48
62	protein3	6.82
63	protein1	10.08
63	protein2	2.52
63	protein3	6.93
64	protein1	10.24
64	protein2	2.56
64	protein3	7.04
65	protein1	10.4
65	protein2	2.6
65	protein3	7.15
66	protein1	10.56
66	protein2	2.64
66	protein3	7.26
67	protein1	10.72
67	protein2	2.68
67	protein3	7.37
68	protein1	10.88
68	protein2	2.72
68	protein3	7.48
69	protein1	11.040000000000001
69	protein2	2.7600000000000002
69	protein3	7.59
70	protein1	11.200000000000001
70	protein2	2.8000000000000003
70	protein3	7.7
71	protein1	11.36
71	protein2	2.84
71	protein3	7.81
72	protein1	11.52
72	protein2	2.88
72	protein3	7.92
73	protein1	11.68
73	protein2	2.92
73	protein3	8.03
74	protein1	11.84
74	protein2	2.96
74	protein3	8.14
75	protein1	12.0
75	protein2	3.0
75	protein3	8.25
76	protein1	12.16
76	protein2	3.04
76	protein3	8.36
77	protein1	12.32
77	protein2	3.08
77	protein3	8.47
78	protein1	12.48
78	protein2	3.12
78	protein3	8.58
79	protein1	12.64
79	protein2	3.16
79	protein3	8.69
80	protein1	12.8
80	protein2	3.2
80	protein3	8.8
81	protein1	12.96
81	protein2	3.24
81	protein3	8.91
82	protein1	13.120000000000001
82	protein2	3.2800000000000002
82	protein3	9.02
83	protein1	13.280000000000001
83	protein2	3.3200000000000003
83	protein3	9.13
84	protein1	13.44
84	protein2	3.36
84	protein3	9.24
85	protein1	13.6
85	protein2	3.4
85	protein3	9.35
86	protein1	13.76
86	protein2	3.44
86	protein3	9.46
87	protein1	13.92
87	protein2	3.48
87	protein3	9.57
88	protein1	14.08
88	protein2	3.52
88	protein3	9.68
89	protein1	14.24
89	protein2	3.56
89	protein3	9.790000000000001
90	protein1	14.4
90	protein2	3.6
90	protein3	9.9
91	protein1	14.56
91	protein2	3.64
91	protein3	10.01
92	protein1	14.72
92	protein2	3.68
92	protein3	10.12
93	protein1	14.88
93	protein2	3.72
93	protein3	10.23
94	protein1	15.040000000000001
94	protein2	3.7600000000000002
94	protein3	10.34
95	protein1	15.200000000000001
95	protein2	3.8000000000000003
95	protein3	10.45
96	protein1	15.36
96	protein2	3.84
96	protein3	10.56
97	protein1	15.52
97	protein2	3.88
97	protein3	10.67
98	protein1	15.68
98	protein2	3.92
98	protein3	10.78
99	protein1	15.84
99	protein2	3.96
99	protein3	10.89
100	protein1	16.0
100	protein2	4.0
100	protein3	11.0
101	protein1	16.16
101	protein2	4.04
101	protein3	11.11
102	protein1	16.32
102	protein2	4.08
102	protein3	11.22
103	protein1	16.48
103	protein2	4.12
103	protein3	11.33
104	protein1	16.64
104	protein2	4.16
104	protein3	11.44
105	protein1	16.8
105	protein2	4.2
105	protein3	11.55
106	protein1	16.96
106	protein2	4.24
106	protein3	11.66
107	protein1	17.12
107	protein2	4.28
107	protein3	11.77
108	protein1	17.28
108	protein2	4.32
108	protein3	11.88
109	protein1	17.44
109	protein2	4.36
109	protein3	11.99
110	protein1	17.6
110	protein2	4.4
110	protein3	12.1
111	protein1	17.76
111	protein2	4.44
111	protein3	12.21
112	protein1	17.92
112	protein2	4.48
112	protein3	12.32
113	protein1	18.080000000000002
113	protein2	4.5200000000000005
113	protein3	12.43
114	protein1	18.240000000000002
114	protein2	4.5600000000000005
114	protein3	12.540000000000001
115	protein1	18.400000000000002
115	protein2	4.6000000000000005
115	protein3	12.65
116	protein1	18.56
116	protein2	4.64
116	protein3	12.76
117	protein1	18.72
117	protein2	4.68
117	protein3	12.87
118	protein1	18.88
118	protein2	4.72
118	protein3	12.98
119	protein1	19.04
119	protein2	4.76
119	protein3	13.09
120	protein1	19.2
120	protein2	4.8
120	protein3	13.2
121	protein1	19.36
121	protein2	4.84
121	protein3	13.31
122	protein1	19.52
122	protein2	4.88
122	protein3	13.42
123	protein1	19.68
123	protein2	4.92
123	protein3	13.53
124	protein1	19.84
124	protein2	4.96
124	protein3	13.64
125	protein1	20.0
125	protein2	5.0
125	protein3	13.75
126	protein1	20.16
126	protein2	5.04
126	protein3	13.86
127	protein1	20.32
127	protein2	5.08
127	protein3	13.97
128	protein1	20.48
128	protein2	5.12
128	protein3	14.08
129	protein1	20.64
129	protein2	5.16
129	protein3	14.19
130	protein1	20.8
130	protein2	5.2
130	protein3	14.3
131	protein1	20.96
131	protein2	5.24
131	protein3	14.41
132	protein1	21.12
132	protein2	5.28
132	protein3	14.52
133	protein1	21.28
133	protein2	5.32
133	protein3	14.63
134	protein1	21.44
134	protein2	5.36
134	protein3	14.74
135	protein1	21.6
135	protein2	5.4
135	protein3	14.85
136	protein1	21.76
136	protein2	5.44
136	protein3	14.96
137	protein1	21.92
137	protein2	5.48
137	protein3	15.07
138	protein1	22.080000000000002
138	protein2	5.5200000000000005
138	protein3	15.18
139	protein1	22.240000000000002
139	protein2	5.5600000000000005
139	protein3	15.290000000000001
140	protein1	22.400000000000002
140	protein2	5.6000000000000005
140	protein3	15.4
141	protein1	22.56
141	protein2	5.64
141	protein3	15.51
142	protein1	22.72
142	protein2	5.68
142	protein3	15.62
143	protein1	22.88
143	protein2	5.72
143	protein3	15.73
144	protein1	23.04
144	protein2	5.76
144	protein3	15.84
145	protein1	23.2
145	protein2	5.8
145	protein3	15.95
146	protein1	23.36
146	protein2	5.84
146	protein3	16.06
147	protein1	23.52
147	protein2	5.88
147	protein3	16.17
148	protein1	23.68
148	protein2	5.92
148	protein3	16.28
149	protein1	23.84
149	protein2	5.96
149	protein3	16.39
150	protein1	24.0
150	protein2	6.0
150	protein3	16.5
151	protein1	24.16
151	protein2	6.04
151	protein3	16.5
152	protein1	24.32
152	protein2	6.08
152	protein3	16.5
153	protein1	24.48
153	protein2	6.12
153	protein3	16.5
154	protein1	24.64
154	protein2	6.16
154	protein3	16.5
155	protein1	24.8
155	protein2	6.2
155	protein3	16.5
156	protein1	24.96
156	protein2	6.24
156	protein3	16.5
157	protein1	25.12
157	protein2	6.28
157	protein3	16.5
158	protein1	25.28
158	protein2	6.32
158	protein3	16.5
159	protein1	25.44
159	protein2	6.36
159	protein3	16.5
160	protein1	25.6
160	protein2	6.4
160	protein3	16.5
161	protein1	25.76
161	protein2	6.44
161	protein3	16.5
162	protein1	25.92
162	protein2	6.48
162	protein3	16.5
163	protein1	26.080000000000002
163	protein2	6.5200000000000005
163	protein3	16.5
164	protein1	26.240000000000002
164	protein2	6.5600000000000005
164	protein3	16.5
165	protein1	26.400000000000002
165	protein2	6.6000000000000005
165	protein3	16.5
166	protein1	26.560000000000002
166	protein2	6.640000000000001
166	protein3	16.5
167	protein1	26.72
167	protein2	6.68
167	protein3	16.5
168	protein1	26.88
168	protein2	6.72
168	protein3	16.5
169	protein1	27.04
169	protein2	6.76
169	protein3	16.5
170	protein1	27.2
170	protein2	6.8
170	protein3	16.5
171	protein1	27.36
171	protein2	6.84
171	protein3	16.5
172	protein1	27.52
172	protein2	6.88
172	protein3	16.5
173	protein1	27.68
173	protein2	6.92
173	protein3	16.5
174	protein1	27.84
174	protein2	6.96
174	protein3	16.5
175	protein1	28.0
175	protein2	7.0
175	protein3	16.5
176	protein1	28.16
176	protein2	7.04
176	protein3	16.5
177	protein1	28.32
177	protein2	7.08
177	protein3	16.5
178	protein1	28.48
178	protein2	7.12
178	protein3	16.5
179	protein1	28.64
179	protein2	7.16
179	protein3	16.5
180	protein1	28.8
180	protein2	7.2
180	protein3	16.5
181	protein1	28.96
181	protein2	7.24
181	protein3	16.5
182	protein1	29.12
182	protein2	7.28
182	protein3	16.5
183	protein1	29.28
183	protein2	7.32
183	protein3	16.5
184	protein1	29.44
184	protein2	7.36
184	protein3	16.5
185	protein1	29.6
185	protein2	7.4
185	protein3	16.5
186	protein1	29.76
186	protein2	7.44
186	protein3	16.5
187	protein1	29.92
187	protein2	7.48
187	protein3	16.5
188	protein1	30.080000000000002
188	protein2	7.5200000000000005
188	protein3	16.5
189	protein1	30.240000000000002
189	protein2	7.5600000000000005
189	protein3	16.5
190	protein1	30.400000000000002
190	protein2	7.6000000000000005
190	protein3	16.5
191	protein1	30.560000000000002
191	protein2	7.640000000000001
191	protein3	16.5
192	protein1	30.72
192	protein2	7.68
192	protein3	16.5
193	protein1	30.88
193	protein2	7.72
193	protein3	16.5
194	protein1	31.04
194	protein2	7.76
194	protein3	16.5
195	protein1	31.2
195	protein2	7.8
195	protein3	16.5
196	protein1	31.36
196	protein2	7.84
196	protein3	16.5
197	protein1	31.52
197	protein2	7.88
197	protein3	16.5
198	protein1	31.68
198	protein2	7.92
198	protein3	16.5
199	protein1	31.84
199	protein2	7.96
199	protein3	16.5
200	protein1	32.0
200	protein2	8.0
200	protein3	16.5
201	protein1	32.160000000000004
201	protein2	8.040000000000001
201	protein3	16.5
202	protein1	32.32
202	protein2	8.08
202	protein3	16.5
203	protein1	32.480000000000004
203	protein2	8.120000000000001
203	protein3	16.5
204	protein1	32.64
204	protein2	8.16
204	protein3	16.5
205	protein1	32.8
205	protein2	8.2
205	protein3	16.5
206	protein1	32.96
206	protein2	8.24
206	protein3	16.5
207	protein1	33.12
207	protein2	8.28
207	protein3	16.5
208	protein1	33.28
208	protein2	8.32
208	protein3	16.5
209	protein1	33.44
209	protein2	8.36
209	protein3	16.5
210	protein1	33.6
210	protein2	8.4
210	protein3	16.5
211	protein1	33.76
211	protein2	8.44
211	protein3	16.5
212	protein1	33.92
212	protein2	8.48
212	protein3	16.5
213	protein1	34.08
213	protein2	8.52
213	protein3	16.5
214	protein1	34.24
214	protein2	8.56
214	protein3	16.5
215	protein1	34.4
215	protein2	8.6
215	protein3	16.5
216	protein1	34.56
216	protein2	8.64
216	protein3	16.5
217	protein1	34.72
217	protein2	8.68
217	protein3	16.5
218	protein1	34.88
218	protein2	8.72
218	protein3	16.5
219	protein1	35.04
219	protein2	8.76
219	protein3	16.5
220	protein1	35.2
220	protein2	8.8
220	protein3	16.5
221	protein1	35.36
221	protein2	8.84
221	protein3	16.5
222	protein1	35.52
222	protein2	8.88
222	protein3	16.5
223	protein1	35.68
223	protein2	8.92
223	protein3	16.5
224	protein1	35.84
224	protein2	8.96
224	protein3	16.5
225	protein1	36.0
225	protein2	9.0
225	protein3	16.5
226	protein1	36.160000000000004
226	protein2	9.040000000000001
226	protein3	16.5
227	protein1	36.32
227	protein2	9.08
227	protein3	16.5
228	protein1	36.480000000000004
228	protein2	9.120000000000001
228	protein3	16.5
229	protein1	36.64
229	protein2	9.16
229	protein3	16.5
230	protein1	36.800000000000004
230	protein2	9.200000000000001
230	protein3	16.5
231	protein1	36.96
231	protein2	9.24
231	protein3	16.5
232	protein1	37.12
232	protein2	9.28
232	protein3	16.5
233	protein1	37.28
233	protein2	9.32
233	protein3	16.5
234	protein1	37.44
234	protein2	9.36
234	protein3	16.5
235	protein1	37.6
235	protein2	9.4
235	protein3	16.5
236	protein1	37.76
236	protein2	9.44
236	protein3	16.5
237	protein1	37.92
237	protein2	9.48
237	protein3	16.5
238	protein1	38.08
238	protein2	9.52
238	protein3	16.5
239	protein1	38.24
239	protein2	9.56
239	protein3	16.5
240	protein1	38.4
240	protein2	9.6
240	protein3	16.5
241	protein1	38.56
241	protein2	9.64
241	protein3	16.5
242	protein1	38.72
242	protein2	9.68
242	protein3	16.5
243	protein1	38.88
243	protein2	9.72
243	protein3	16.5
244	protein1	39.04
244	protein2	9.76
244	protein3	16.5
245	protein1	39.2
245	protein2	9.8
245	protein3	16.5
246	protein1	39.36
246	protein2	9.84
246	protein3	16.5
247	protein1	39.52
247	protein2	9.88
247	protein3	16.5
248	protein1	39.68
248	protein2	9.92
248	protein3	16.5
249	protein1	39.84
249	protein2	9.96
249	protein3	16.5
250	protein1	40.0
250	protein2	10.0
250	protein3	16.5
